version,1,0.01*
steps,0*
scaleforces,0.21994*

m,1,concrete,36.19,29008.9*
m,11,steel,597.0,200000.0,416.1*
m,12,steel,492.0,200000.0,455.6*
m,13,steel,0.0,200000.0,0.0*
m,14,steel,0.0,200000.0,0.0*
m,15,steel,461.0,200000.0,991.4*
m,16,steel,461.0,200000.0,991.4*
m,17,steel,430.0,200000.0,1299.0*
m,18,steel,430.0,200000.0,1299.0*
m,19,steel,364.0,200000.0,933.5*
m,20,steel,430.0,200000.0,1299.0*
m,21,steel,430.0,200000.0,1299.0*
m,22,steel,1.0E8,200000.0,0.33*
m,23,steelLinSoft,0.60,29008.9,2.90089*
b,42,uy,0.0*
n,65,0.0496,0.03*
n,66,0.0354,0.22*
n,67,0.03,-0.02*
n,68,0.03,0.0*
n,69,0.13,-0.02*
n,70,0.23,0.22*
n,71,0.23,0.25*
n,73,0.2098,-0.215*
n,74,0.2098,0.25*
n,75,0.23,0.185*
n,76,0.2502,-0.215*
n,77,0.2502,0.25*
n,78,0.2502,0.22*
n,79,0.23,-0.18*
n,80,0.23,-0.215*
n,81,0.1657,0.25*
n,82,0.18,-0.25*
n,83,0.1657,0.22*
n,84,0.1437,0.22*
n,85,0.1437,0.25*
n,86,0.18,-0.215*
n,87,0.1878,0.25*
n,88,0.2098,0.22*
n,89,0.1878,0.22*
n,90,0.18,-0.18*
n,91,0.18,0.0*
n,92,0.677,-0.1625*
n,93,0.677,-0.1975*
n,94,0.18,-0.1625*
n,95,0.18,-0.1975*
n,96,0.677,0.03*
n,97,0.477,0.03*
n,98,0.23,0.03*
n,99,0.23008888888888893,0.03*
n,100,0.677,-0.18*
n,101,1.427,-0.18*
n,102,1.177,-0.18000000000000008*
n,103,0.927,-0.18000000000000005*
n,104,0.477,-0.1975*
n,105,0.477,-0.1625*
n,106,0.477,-0.18*
n,107,0.23,-0.1975*
n,108,0.24009999999999998,-0.1975*
n,109,0.38835,-0.1975*
n,110,0.21989999999999998,-0.1975*
n,111,0.22999999999999998,-0.1625*
n,112,0.3796074074074074,-0.1625*
n,113,0.23,0.030114441416893768*
n,114,0.1398,0.03*
n,115,0.44194999999999995,-0.1975*
n,116,0.314225,-0.1975*
n,117,0.3116,-0.18*
n,118,0.22999999999999998,-0.06625*
n,119,1.052,0.22*
n,120,0.08,0.0*
n,121,0.7535000000000001,0.25*
n,122,1.4049999999999998,0.25*
n,123,0.1849,0.03*
n,124,0.2771625,-0.1975*
n,125,0.3048037037037037,-0.1625*
n,126,0.2708,-0.18*
n,127,0.3524,-0.18*
n,128,0.802,0.22*
n,129,0.30484814814814815,-0.06625*
n,130,0.1648,0.11405722070844689*
n,131,1.08,0.25*
n,132,0.89175,0.25*
n,133,1.2674999999999998,0.25*
n,134,0.18,-0.08125*
n,135,0.3512875,-0.1975*
n,136,1.302,0.22*
n,137,0.960875,0.25*
n,138,1.19875,0.25*
n,139,0.35354444444444444,0.03*
n,140,0.20745000000000002,0.03*
n,141,0.22999999999999998,-0.018125000000000002*
n,142,0.29181666666666667,0.03*
n,143,0.2609527777777778,0.03*
n,144,0.9299999999999999,-0.25*
n,145,0.5549999999999999,-0.25*
n,146,0.802,-0.18000000000000002*
n,147,1.305,-0.25*
n,148,0.0,0.11*
n,149,0.477,0.125*
n,150,0.3209,0.1230425519005848*
n,151,0.577,-0.18*
n,152,1.5425,0.25*
n,153,1.5535,-0.18*
n,154,1.052,-0.18000000000000005*
n,155,0.7424999999999999,-0.25*
n,156,0.7395,-0.18*
n,157,1.4925,-0.25*
n,158,0.36749999999999994,-0.25*
n,159,0.27374999999999994,-0.25*
n,160,0.577,0.22*
n,161,1.1175,-0.25*
n,162,0.0,0.055*
n,163,0.577,-0.215*
n,164,0.6152500000000001,0.25*
n,165,0.28049999999999997,0.16752514285714284*
n,166,0.0,0.165*
n,167,0.13219999999999998,0.15602861035422344*
n,168,0.8645,-0.18000000000000005*
n,169,1.302,-0.18000000000000005*
n,170,0.046900000000000046,0.17370581818181816*
n,171,0.17675,0.1734562346840864*
n,172,0.22687499999999997,-0.25*
n,173,0.0,0.0825*
n,174,0.06713870967741936,0.09625000000000002*
n,175,1.21125,-0.25*
n,176,0.43025,-0.215*
n,177,1.3362499999999997,0.25*
n,178,0.6487499999999999,-0.25*
n,179,1.39875,-0.25*
n,180,0.5269999999999999,0.22*
n,181,1.3645,-0.18000000000000002*
n,182,0.627,-0.215*
n,183,0.46124999999999994,-0.25*
n,184,0.822625,0.25*
n,185,0.8645,0.22*
n,186,0.9895,0.22*
n,187,1.2395,0.22*
n,188,1.49025,-0.18*
n,189,1.2395,-0.18000000000000005*
n,190,0.927,0.125*
n,191,1.427,0.020000000000000004*
n,192,1.177,0.019999999999999962*
n,193,1.177,-0.08000000000000006*
n,194,1.177,0.11999999999999998*
n,195,0.205,-0.1625*
n,196,0.4283037037037037,-0.1625*
n,197,1.1145,-0.18000000000000005*
n,198,0.11589999999999999,0.17701430517711172*
n,199,1.02075,0.1313815789473684*
n,200,0.802,0.03*
n,201,0.8332499999999999,0.1313815789473684*
n,202,1.27075,-0.09093750000000013*
n,203,1.27075,0.13093749999999985*
n,204,1.08325,-0.09093749999999999*
n,205,0.22999999999999998,-0.114375*
n,206,0.927,-0.07500000000000002*
n,207,0.677,-0.06625*
n,208,0.18,-0.12187500000000001*
n,209,0.7707500000000002,-0.08878434065934063*
n,210,0.34220555555555554,-0.1625*
n,211,0.3422277777777778,-0.114375*
n,212,1.0550000000000002,0.27*
n,213,1.1145,0.22*
n,214,1.105,0.27*
n,215,0.055,0.0*
n,216,0.7395,0.22*
n,217,0.0947,0.03*
n,218,0.10500000000000001,0.0*
n,219,0.6843750000000001,0.25*
n,220,0.677,0.125*
n,221,0.1987999999999999,0.1928049012300549*
n,222,0.15470000000000003,0.19280490123005484*
n,223,0.477,-0.06625*
n,224,0.38204960076684097,-0.04486536545180267*
n,225,0.19995,-0.1975*
n,226,0.079,0.20900000000000002*
n,227,0.26740185185185184,-0.1625*
n,228,0.03216135563148343,0.09625*
n,229,0.28610277777777776,-0.1143663543904655*
n,230,0.07632032930470516,0.1791926166979022*
n,231,0.09419657280843782,0.14333371643380868*
n,232,0.33275625,-0.1975*
n,233,0.0,0.06875*
n,234,0.5081249999999999,-0.25*
n,235,0.5269999999999999,-0.215*
n,236,0.31684999999999997,-0.215*
n,237,0.5269999999999999,-0.18*
n,238,0.021959239097994472,0.07562500000000001*
n,239,0.577,-0.1975*
n,240,0.350175,-0.215*
n,241,0.29569375,-0.1975*
n,242,0.28352499999999997,-0.215*
n,243,0.04965003265445139,0.07476353093884536*
n,244,0.08421036067339624,0.06449412252472608*
n,245,0.11369531233262711,0.10081166141919229*
n,246,0.36981875,-0.1975*
n,247,0.577,0.03*
n,248,0.2487009259259259,-0.1625*
n,249,0.04965003265445137,0.13305235235795368*
n,250,0.2580513888888889,-0.13117049469117986*
n,251,0.22999999999999998,-0.1384375*
n,252,0.0,0.0275*
n,253,0.45947499999999997,-0.1975*
n,254,0.032299999999999995,0.03*
n,255,0.6018749999999999,-0.25*
n,256,0.802,-0.215*
n,257,0.8332500000000004,-0.1183330445108315*
n,258,0.23,0.10755722070844688*
n,259,0.20624218749999995,-0.12640625*
n,260,0.8314570989942044,-0.04125245078203393*
n,261,0.20595627742601705,-0.0963690623758233*
n,262,0.8362499999999999,-0.25*
n,263,0.032299999999999995,0.04*
n,264,0.8645,-0.215*
n,265,0.45275,-0.18*
n,266,0.453625,-0.215*
n,267,0.05099637727475386,0.052380232685324185*
n,268,0.032299999999999995,0.02*
n,269,0.627,-0.1975*
n,270,0.5269999999999999,-0.1975*
n,271,0.577,-0.1625*
n,272,0.20500000000000002,-0.18*
n,273,0.2504,-0.18*
n,274,0.2912,-0.18*
n,275,0.33199999999999996,-0.18*
n,276,0.3728,-0.18*
n,277,0.627,-0.18*
n,278,1.5535,-0.215*
n,279,1.302,-0.215*
n,280,1.052,-0.215*
n,281,0.7395,-0.215*
n,282,1.5535,0.22*
n,283,0.26746851851851855,-0.018125000000000002*
n,284,0.19740000000000002,0.07208583106267033*
n,285,0.091,0.20900000000000002*
n,286,1.0550000000000002,0.25*
n,287,0.627,-0.1625*
n,288,0.5269999999999999,-0.1625*
n,289,1.49025,-0.215*
n,290,1.3645,-0.215*
n,291,1.2395,-0.215*
n,292,1.1145,-0.215*
n,293,0.24877870370370375,0.005937499999999998*
n,294,0.4018,0.14327352631578946*
n,295,0.2806892807891831,0.08454493390294666*
n,296,0.28049999999999997,0.19473456073501483*
n,297,0.3209,0.179182731831921*
n,298,1.3645,0.22*
n,299,1.164375,0.25*
n,300,1.14575,0.22*
n,301,1.27075,-0.215*
n,302,1.20825,-0.18000000000000005*
n,303,1.458625,-0.18*
n,304,1.39575,-0.18*
n,305,0.41437499999999994,-0.25*
n,306,0.652,-0.1975*
n,307,0.9773255309325946,0.07749999999999999*
n,308,0.5269999999999999,0.03*
n,309,1.27075,0.1809512061403508*
n,310,1.61125,0.25*
n,311,1.521875,-0.18*
n,312,1.6167500000000001,-0.18*
n,313,1.49025,0.22*
n,314,0.77075,-0.18*
n,315,0.9954375,0.25*
n,316,0.8571875,0.25*
n,317,0.83325,0.22*
n,318,0.627,0.22*
n,319,0.602,-0.1975*
n,320,0.477,0.1725*
n,321,0.502,0.22*
n,322,0.9895,-0.18000000000000005*
n,323,1.08325,-0.18000000000000005*
n,324,0.83325,-0.215*
n,325,1.105,0.25*
n,326,1.08325,0.22*
n,327,0.7395,0.03*
n,328,1.02075,0.22*
n,329,0.055,-0.02*
n,330,0.08879125322645491,0.11512341660208901*
n,331,0.10500000000000001,-0.02*
n,332,0.0,0.1925*
n,333,0.32062499999999994,-0.25*
n,334,0.1485,0.13504291553133516*
n,335,0.23,0.14627861035422343*
n,336,0.155,0.0*
n,337,0.677,-0.114375*
n,338,0.70825,-0.18*
n,339,0.502,-0.215*
n,340,0.18,-0.040625*
n,341,0.627,0.03*
n,342,0.22999999999999998,0.005937499999999998*
n,343,0.89575,-0.215*
n,344,1.2303463541666666,0.06999999999999998*
n,345,1.14575,-0.18000000000000005*
n,346,1.1236536458333335,-0.030000000000000044*
n,347,0.7876250426427973,-0.13396391236530567*
n,348,0.83325,-0.18000000000000005*
n,349,0.502,-0.1625*
n,350,0.32110806717789403,-0.015041357521790966*
n,351,0.4152722222222222,0.03*
n,352,0.31416269087459503,-0.13116416532968003*
n,353,0.323537962962963,-0.0903125*
n,354,0.16235000000000005,0.059596863283107517*
n,355,0.23,0.06883583106267033*
n,356,0.12224234255569287,0.06374494883941109*
n,357,0.28615833333333335,-0.0421875*
n,358,0.22999999999999998,-0.0421875*
n,359,0.70825,0.22*
n,360,0.2674240740740741,-0.07937979991505978*
n,361,0.77075,0.22*
n,362,0.7880625000000001,0.25*
n,363,0.7545596498719044,0.1420331250842735*
n,364,0.3609175925925926,-0.1384375*
n,365,0.9263125000000001,0.25*
n,366,0.89575,0.22*
n,367,1.20825,0.22*
n,368,1.2331249999999998,0.25*
n,369,0.2038951762548298,-0.07006725418276596*
n,370,1.3332499999999998,-0.11902138157894741*
n,371,1.27075,0.22*
n,372,1.301875,0.25*
n,373,0.95825,0.22*
n,374,0.27638472222222227,0.007585772424420563*
n,375,0.5519999999999999,-0.215*
n,376,0.8645,0.03*
n,377,0.77075,-0.215*
n,378,1.33325,-0.215*
n,379,1.14575,-0.215*
n,380,0.6956249999999999,-0.25*
n,381,1.445625,-0.25*
n,382,0.5519999999999999,0.14618421052631586*
n,383,0.546125,0.25*
n,384,1.164375,-0.25*
n,385,0.0,0.1375*
n,386,0.06852411980850585,0.15292083096550557*
n,387,0.927,-0.12750000000000003*
n,388,1.20825,-0.215*
n,389,0.02668622786220946,0.15191869629576835*
n,390,0.024368308323056285,0.12250983142458725*
n,391,1.351875,-0.25*
n,392,1.39575,-0.215*
n,393,1.2303463541666666,-0.030000000000000207*
n,394,1.521875,-0.215*
n,395,1.27075,-0.14095120614035095*
n,396,1.1000206891297721,0.14141918070610798*
n,397,0.477,-0.114375*
n,398,0.8130234752997293,-0.08024236677615192*
n,399,0.28610277777777776,-0.1420660272116638*
n,400,0.5519999999999999,-0.1625*
n,401,0.7893749999999999,-0.25*
n,402,0.8719004396635757,-0.07887288369980767*
n,403,0.1811,0.09307152588555861*
n,404,0.602,-0.08840097402597395*
n,405,1.08325,-0.215*
n,406,0.3724247183342713,0.08887224768485351*
n,407,0.3816,0.17964247106218634*
n,408,0.2795032763903336,0.12603254894018173*
n,409,0.3226805555555555,0.06470384014372789*
n,410,0.2763847222222222,0.05525930395753893*
n,411,0.2569342580019094,0.18112985179607882*
n,412,0.3411,0.19584258490078066*
n,413,0.30711781883545464,0.1511126418662529*
n,414,1.39575,0.22*
n,415,1.33325,0.22*
n,416,1.3706249999999998,0.25*
n,417,1.177,0.16999999999999998*
n,418,1.258125,-0.25*
n,419,1.27075,-0.18000000000000005*
n,420,1.177,-0.13000000000000006*
n,421,1.458625,-0.215*
n,422,0.652,-0.215*
n,423,0.652,-0.1625*
n,424,0.927,0.0775*
n,425,0.9741249653365115,0.12451861829297431*
n,426,0.477,-0.018125000000000002*
n,427,0.477,0.0775*
n,428,1.6167500000000001,0.22*
n,429,1.5851250000000001,0.22*
n,430,1.6483750000000001,-0.18*
n,431,1.6167500000000001,-0.215*
n,432,1.5851250000000001,-0.18*
n,433,1.47375,0.25*
n,434,1.521875,0.22*
n,435,0.848875,0.1756907894736842*
n,436,0.652,0.22*
n,437,0.602,0.22*
n,438,0.602,-0.215*
n,439,0.602,-0.1625*
n,440,0.477,0.19624999999999998*
n,441,0.44295100223395045,0.14875000000000005*
n,442,0.5145000000000001,0.1830921052631579*
n,443,1.02075,-0.1190213815789474*
n,444,1.02075,-0.18000000000000005*
n,445,0.9895,-0.215*
n,446,1.098875,-0.13546875000000003*
n,447,0.77075,-0.024634619758941902*
n,448,0.677,-0.018125000000000002*
n,449,0.677,0.0775*
n,450,1.005125,0.17569078947368422*
n,451,0.02761241442991284,0.19349001924294854*
n,452,0.29718749999999994,-0.25*
n,453,0.17919660143060134,0.14206245483953273*
n,454,0.13847119251116446,0.11043023246189601*
n,455,0.20858055921655982,0.16563930517711173*
n,456,0.7207994339451756,-0.09031250000000024*
n,457,0.711,-0.1384375*
n,458,0.70825,-0.215*
n,459,0.20092187499999997,-0.020312500000000008*
n,460,0.2047715676822213,0.0048923905707674575*
n,461,0.8831249999999999,-0.25*
n,462,0.89575,-0.18000000000000005*
n,463,1.2247999376467136,0.11754071302816896*
n,464,1.177,0.06999999999999998*
n,465,1.177,-0.030000000000000047*
n,466,1.1292000623532865,-0.077540713028169*
n,467,0.7551250000000002,-0.14816156995404983*
n,468,0.848875,-0.14916652225541585*
n,469,0.502,-0.1975*
n,470,0.3226805555555555,0.03*
n,471,0.36141004761187134,-0.009864537823728864*
n,472,0.34185839442730404,-0.049815832500919116*
n,473,0.29762875569693187,-0.09114706597484634*
n,474,0.25177877425495315,0.08819652588555858*
n,475,0.23,0.049475136239782044*
n,476,0.29428829284820623,-0.016583178760895476*
n,477,0.3129781076630211,-0.0406456787608955*
n,478,0.25807916666666664,-0.044707515922006655*
n,479,0.7189375,0.25*
n,480,0.677,0.1725*
n,481,0.2614591506737817,-0.10504375949405119*
n,482,0.7875761555894922,0.08995308739386013*
n,483,0.723875,0.1765441047610908*
n,484,0.7863749999999998,0.17609090738663952*
n,485,0.4123201989601172,-0.1008738301561262*
n,486,0.927,0.1725*
n,487,1.427,-0.07999999999999999*
n,488,1.427,-0.13*
n,489,1.33325,-0.18000000000000005*
n,490,1.255125,0.2004756030701754*
n,491,1.286375,0.2004756030701754*
n,492,0.927,-0.022500000000000013*
n,493,0.83325,0.03*
n,494,0.6019999999999998,0.09616118793586455*
n,495,0.5806875,0.25*
n,496,0.5519999999999999,0.22*
n,497,0.5115624999999999,0.25*
n,498,0.95825,-0.18000000000000005*
n,499,1.2247999376467138,-0.07754071302816913*
n,500,1.2271049564340781,0.019999999999999882*
n,501,1.58625,-0.25*
n,502,1.539375,-0.25*
n,503,1.3069269967682364,-0.14402823464912287*
n,504,1.056299913040541,0.16866455807482966*
n,505,1.098875,0.18225467491440067*
n,506,0.5145000000000001,-0.12545048701298703*
n,507,0.477,-0.1384375*
n,508,0.8046062508002577,-0.10912757650592009*
n,509,0.5519999999999999,-0.1975*
n,510,0.927,-0.10125000000000003*
n,511,0.8426795016046928,-0.0889103056770948*
n,512,0.20677220590449216,0.09618851882744486*
n,513,0.6433356664980042,-0.09031250000000002*
n,514,0.5645,-0.11701582823327403*
n,515,0.552,-0.037118496199248736*
n,516,1.02375,-0.25*
n,517,0.3622676894672517,0.1294883652518026*
n,518,0.38440833333333335,0.03*
n,519,0.4018,0.19602974967883058*
n,520,0.2592997726233036,0.14727614038502077*
n,521,0.29885006011142534,0.10582485484625241*
n,522,0.3546908717212984,0.06209590865196708*
n,523,0.338996596783107,0.09439835000607164*
n,524,0.3513757691671177,0.162807126122185*
n,525,1.427,0.12*
n,526,1.348875,0.1425740131578947*
n,527,1.177,0.195*
n,528,1.1424865930286876,0.145*
n,529,1.286375,-0.1604756030701755*
n,530,1.255125,-0.1604756030701755*
n,531,1.177,-0.15500000000000008*
n,532,0.677,-0.1384375*
n,533,0.878291135734072,0.10124999999999999*
n,534,0.9521627654662973,0.05374999999999999*
n,535,0.89575,0.03*
n,536,1.0011482975343684,0.10273986057931664*
n,537,0.9521627654662974,0.09940540681748991*
n,538,0.44613611111111107,0.03*
n,539,0.502,0.03*
n,540,0.43253601964890165,-0.042187500000000044*
n,541,0.5242001385041553,0.10124999999999992*
n,542,0.42456035912247586,0.08178838366616675*
n,543,1.6483750000000001,0.22*
n,544,1.576875,0.25*
n,545,1.6483750000000001,-0.215*
n,546,1.5851250000000001,-0.215*
n,547,1.4393749999999998,0.25*
n,548,1.458625,0.22*
n,549,1.508125,0.25*
n,550,0.8801249999999999,0.189580500527488*
n,551,0.6498125000000001,0.25*
n,552,0.5894999999999999,0.17462508209025251*
n,553,0.6145,-0.12545048701298697*
n,554,0.44415000000000004,0.1878395263157896*
n,555,0.5123063346947152,0.14335849795888614*
n,556,0.9748456407418388,-0.1339932848311443*
n,557,1.036375,-0.1495106907894737*
n,558,1.02075,-0.215*
n,559,0.95825,-0.215*
n,560,1.130125,-0.1495106907894738*
n,561,0.8075416668367521,-0.009424254918477148*
n,562,0.796786716369243,-0.048713488381110163*
n,563,0.77075,0.03*
n,564,0.652,0.03*
n,565,0.70825,0.03*
n,566,0.7243224455036201,-0.014935805848857281*
n,567,0.6175581774527819,-0.029846211737369562*
n,568,0.7228659888978507,0.10125000000000006*
n,569,0.9946220295577775,0.1470774993849466*
n,570,0.9738749999999999,0.18958050052748798*
n,571,0.13373412210213692,0.0859135465774674*
n,572,0.11731611882981181,0.12820366223394233*
n,573,0.2049377529724382,0.14008023558232308*
n,574,0.7447700610288001,-0.05670948020914124*
n,575,0.677,-0.0903125*
n,576,0.7042007006464875,-0.11199279246314502*
n,577,0.723875,-0.1601616071428571*
n,578,0.2046247138055543,-0.045057439594720944*
n,579,0.927,-0.15375000000000005*
n,580,1.2385312722482433,0.15594435307017518*
n,581,1.2557014011150234,0.09705198628839001*
n,582,1.202249473104669,0.145*
n,583,1.177,0.09499999999999997*
n,584,1.1034632642151776,0.04499999999999994*
n,585,1.1503268229166668,-0.005000000000000042*
n,586,1.177,-0.05500000000000005*
n,587,1.1517505268953312,-0.10500000000000007*
n,588,1.1124786752226963,-0.10568867755343986*
n,589,1.0982985988849765,-0.0570519862883901*
n,590,0.7613208155703818,-0.11804752800884322*
n,591,0.8171867835427341,-0.1458489073526962*
n,592,0.8722980157058496,-0.11792104888399267*
n,593,0.8801250000000002,-0.1527062052686969*
n,594,0.33811250000000004,0.0069131102158197745*
n,595,0.3072486111111111,0.007990633390909095*
n,596,0.40258111242602534,-0.009172330302455223*
n,597,0.3662178117762002,-0.0819570975342796*
n,598,0.25562549062923895,0.11445346181814908*
n,599,0.677,0.19624999999999998*
n,600,0.6395,0.1830921052631578*
n,601,0.22999999999999998,-0.0903125*
n,602,0.7929813925143557,0.12988531701347658*
n,603,0.7026609641010186,0.14875*
n,604,0.755125,0.18984486579316376*
n,605,0.817712837897319,0.18961147528712163*
n,606,0.448273764055921,-0.09031250000000002*
n,607,0.40395555555555557,-0.13592914739822304*
n,608,0.927,0.19624999999999998*
n,609,0.950807547670072,0.14875*
n,610,1.3511926993161358,-0.029999999999999992*
n,611,1.5060625000000016,-0.09999578124999939*
n,612,1.3824098045792936,-0.105*
n,613,1.427,-0.155*
n,614,1.348875,-0.14951069078947368*
n,615,1.223875,0.19148122027850645*
n,616,1.317625,0.1914812202785068*
n,617,0.9965363577014082,-0.048750000000000016*
n,618,0.8974690277763605,-0.04874999999999992*
n,619,0.848875,-0.006041948989275534*
n,620,0.817625,0.06547077638822572*
n,621,0.6430877766118394,0.10125000000000002*
n,622,0.6019999999999999,0.05835728095391972*
n,623,0.5394999999999998,0.19519578525189996*
n,624,1.2557014011150236,-0.05705198628839011*
n,625,1.2385312722482433,-0.11594435307017555*
n,626,1.2022494731046687,-0.10499999999999995*
n,627,1.203673177083333,0.046624100921768594*
n,628,1.2036731770833335,-0.006624100921769046*
n,629,1.2997106172110064,-0.11007440687918103*
n,630,1.0614253340342987,0.12818719465466616*
n,631,1.0289271709224888,0.15917470959150784*
n,632,1.036375,0.1928434291420936*
n,633,1.067625,0.19546096349024972*
n,634,1.130125,0.1914251839674768*
n,635,1.082091305365199,0.1613499691318528*
n,636,0.5394999999999999,-0.13764924942170895*
n,637,0.5044923230009979,-0.09031249999999998*
n,638,0.45265185185185186,-0.1625*
n,639,0.9002366505078092,-0.08812500000000004*
n,640,0.8497989005142148,-0.06208359493869113*
n,641,0.563104576997715,-0.07630765985333399*
n,642,0.5108112726218802,-0.0421875*
n,643,0.5519999999999998,0.0010966965012842863*
n,644,1.070625,-0.25*
n,645,0.9768749999999999,-0.25*
n,646,0.3895800346918061,0.11474040612080778*
n,647,0.40645217897407293,0.16965163799731003*
n,648,0.38558531638506527,0.06089535173593471*
n,649,0.37659978870858946,0.1530710556469654*
n,650,0.3393745396894755,0.1404442503011478*
n,651,1.427,0.16999999999999998*
n,652,1.5060624999999999,0.13999578125000015*
n,653,1.3702287807306097,0.07000000000000008*
n,654,1.380125,0.17655718714187893*
n,655,1.177,0.145*
n,656,1.1196351841946384,0.16240330801505487*
n,657,1.223875,-0.15148122027850633*
n,658,0.927,0.10125*
n,659,0.8731100357281236,0.14223508586541964*
n,660,0.9755658515791018,0.003750000000000047*
n,661,0.927,0.05375*
n,662,0.927,0.003749999999999993*
n,663,0.880125,0.06393533286418138*
n,664,0.477,0.05375*
n,665,0.477,0.005937499999999998*
n,666,0.477,-0.0421875*
n,667,0.40852414823353955,-0.06674113431124236*
n,668,0.4420197646969337,-0.006599357704481832*
n,669,0.5637000865913288,0.10787890697311321*
n,670,0.5145,0.0651888083298231*
n,671,0.477,0.10125*
n,672,0.43070416666666667,0.05395940912690593*
n,673,0.42619027780461105,0.11734698851513038*
n,674,1.645625,0.25*
n,675,1.633125,-0.25*
n,676,0.6461195035590486,-0.12199788634612281*
n,677,0.5909276687260399,-0.11277004866208074*
n,678,0.5309082670341236,0.16225885702031698*
n,679,0.5334470462598123,0.12659583381333908*
n,680,0.5030594269390581,0.11801266414554694*
n,681,0.9531446682908071,-0.11437500000000003*
n,682,1.0632385648052183,-0.12296590927887079*
n,683,1.004371739146633,-0.14666318941992137*
n,684,1.154704902289647,-0.14250000000000007*
n,685,0.755125,0.0026826901205290483*
n,686,0.7551250000000002,0.06672295917991548*
n,687,0.786375,0.057952479042382446*
n,688,0.7863750000000002,0.007702063875516345*
n,689,0.677,0.05375*
n,690,0.677,0.005937499999999998*
n,691,0.7023903274727918,-0.0421875*
n,692,0.6508682831015274,-0.04218749999999984*
n,693,0.623892520247876,-0.06287357432633525*
n,694,0.602,0.0032762872359971395*
n,695,0.6394999999999998,-0.0026400161563458775*
n,696,0.7572518937734002,0.10723435031334211*
n,697,0.7118356544947965,0.06638858848341864*
n,698,0.677,0.10125*
n,699,0.19115690577573202,0.1175200716748286*
n,700,0.770515921235498,-0.05100404388225211*
n,701,0.7455629450593233,-0.08262628422735233*
n,702,0.698899716972588,-0.07828124999999998*
n,703,0.9495821968895519,-0.1406250000000003*
n,704,1.2643452822121293,0.1559443530701754*
n,705,1.2882450642778518,0.041141478453907775*
n,706,1.1416343917481615,0.1075*
n,707,1.2003201136539248,0.10749999999999994*
n,708,1.0363705119936262,0.045632652120540275*
n,709,1.1444812088213885,0.044999999999999804*
n,710,1.177,-0.005000000000000043*
n,711,1.1503268229166668,-0.03172916751437703*
n,712,1.1135584550242557,0.007500000000000057*
n,713,1.2036731770833333,-0.04250000000000005*
