version,1,0.01*
steps,0*
scaleforces,0.20259*

m,1,concrete,36.55,29154.1*
m,11,steel,430.0,200000.0,1299.0*
m,12,steel,430.0,200000.0,1299.0*
m,13,steel,0.0,200000.0,0.0*
m,14,steel,0.0,200000.0,0.0*
m,15,steel,461.0,200000.0,991.4*
m,16,steel,461.0,200000.0,991.4*
m,17,steel,430.0,200000.0,1299.0*
m,18,steel,430.0,200000.0,1299.0*
m,19,steel,544.0,200000.0,319.3*
m,20,steel,0.0,200000.0,0.0*
m,21,steel,618.0,200000.0,325.0*
m,22,steel,1.0E8,200000.0,0.33*
m,23,steelLinSoft,0.61,29154.1,2.91541*
b,41,uy,0.0*
n,255,0.9197500000000001,0.22*
n,256,0.376,0.03000000000000002*
n,257,0.30472139971024315,0.08699555845703295*
n,258,0.8009999999999999,0.22*
n,259,0.783425,0.25*
n,260,0.551,-0.18*
n,261,1.0550000000000002,0.27*
n,262,0.5063,0.22*
n,263,0.31689999999999996,0.1965269088014385*
n,264,0.426,-0.1275*
n,265,0.04995302660767064,0.14493738326421207*
n,266,0.07373344581136279,0.11487840884087303*
n,267,0.35734999999999995,0.1965140011766617*
n,268,1.47375,0.25*
n,269,1.5135,-0.18*
n,270,1.48225,-0.215*
n,271,1.602,-0.215*
n,272,1.633125,-0.25*
n,273,1.39875,-0.25*
n,274,0.5081249999999999,-0.25*
n,275,1.16975,0.22*
n,276,1.379346354166667,0.07*
n,277,1.61125,0.25*
n,278,1.68,-0.07999999999999999*
n,279,1.6280000000000003,-0.03000000000000002*
n,280,1.654,-0.18*
n,281,1.654,0.22*
n,282,0.9822500000000001,-0.18*
n,283,1.105,0.27*
n,284,0.5368499999999999,0.25*
n,285,0.5861000000000001,0.22*
n,286,0.7721875,0.08151315789473683*
n,287,0.45099999999999996,-0.18*
n,288,0.676,-0.18*
n,289,0.45099999999999996,-0.215*
n,290,0.601,-0.1975*
n,291,1.2735,0.07000000000000006*
n,292,0.776,-0.18*
n,293,1.10725,0.22*
n,294,1.0226536458333333,0.0699999999999999*
n,295,1.2635,-0.18*
n,296,1.10725,-0.18*
n,297,0.9197500000000001,-0.215*
n,298,0.994775,0.25*
n,299,0.10500000000000001,-0.02*
n,300,0.055,-0.02*
n,301,0.02825,0.03*
n,302,0.143625,0.135*
n,303,0.14125000000000001,0.03*
n,304,0.19775,0.03*
n,305,0.18,-0.21875*
n,306,0.0,0.19624999999999998*
n,307,0.401,-0.215*
n,308,0.41437499999999994,-0.25*
n,309,0.22839344744475884,0.15987950607910867*
n,310,0.18,-0.0625*
n,311,0.21670343362425354,-0.1410389464233516*
n,312,0.2953797678449926,0.1384348031274607*
n,313,0.251,-0.215*
n,314,0.19305,0.07200000000000001*
n,315,0.24742857142857144,0.00375*
n,316,0.22687499999999997,-0.25*
n,317,1.04475,-0.18*
n,318,0.8572500000000001,-0.18*
n,319,0.9373551209372638,-0.1344589863704827*
n,320,0.376,-0.15375*
n,321,0.67775,0.25*
n,322,1.35725,0.22*
n,323,0.32192984693877547,-0.02291805497709289*
n,324,0.3245749759629329,-0.14675581128169454*
n,325,0.351,-0.215*
n,326,0.751,0.22*
n,327,0.626,0.125*
n,328,1.41975,0.22*
n,329,1.54475,0.22*
n,330,1.5235,-0.02999999999999999*
n,331,0.8538749999999999,0.25*
n,332,1.2635,0.22*
n,333,1.29475,0.22*
n,334,0.08475,0.03*
n,335,0.8572500000000001,-0.215*
n,336,0.476,0.030000000000000027*
n,337,0.551,-0.215*
n,338,0.6260000000000001,-0.1275*
n,339,1.54475,-0.215*
n,340,0.7893749999999999,-0.25*
n,341,0.0,0.0775*
n,342,0.501,-0.1975*
n,343,0.36885714285714283,-0.07209548104956277*
n,344,1.070625,-0.25*
n,345,1.10725,-0.215*
n,346,0.9021687419458664,-0.007319693460108452*
n,347,1.04475,-0.215*
n,348,1.6140192307692305,0.18250000000000022*
n,349,1.4989901960784315,0.1414001225490196*
n,350,1.16975,-0.18*
n,351,0.3172821331088102,0.1596888474525737*
n,352,0.826,-0.0225*
n,353,1.68,0.07*
n,354,1.6279999999999997,0.026067240671004254*
n,355,0.6956249999999999,-0.25*
n,356,0.751,-0.215*
n,357,0.29028571428571426,-0.18*
n,358,0.25795595324019405,-0.14773272138226592*
n,359,1.576,-0.13*
n,360,0.8831249999999999,-0.25*
n,361,0.2639379941037583,-0.07025834300567838*
n,362,1.1293463541666668,-0.030000000000000027*
n,363,1.0180227989991968,-0.07259680153572987*
n,364,0.9822500000000001,0.1840282346491228*
n,365,1.1351250000000002,0.08656250000000003*
n,366,1.1195416666666667,0.14499999999999996*
n,367,1.076,0.195*
n,368,1.0294432983398438,0.12819702148437517*
n,369,0.8723855487169355,0.11470964993436604*
n,370,0.7846875000000001,0.1790789473684211*
n,371,0.061083535899844964,0.07095103675654411*
n,372,0.9822500000000001,-0.215*
n,373,0.8539891441396007,0.18811569464499958*
n,374,1.0003125,-0.25*
n,375,0.826,0.14875*
n,376,1.6119951923076923,0.1117100000000009*
n,377,1.576,0.145*
n,378,1.576,0.07*
n,379,1.68,0.145*
n,380,1.21125,-0.25*
n,381,0.426,0.19624999999999998*
n,382,0.384131766359081,0.14875000000000005*
n,383,0.6759999999999999,0.03000000000000002*
n,384,0.7035625,-0.04874999999999999*
n,385,0.5484375000000001,-0.04874999999999997*
n,386,0.5760000000000001,0.030000000000000027*
n,387,0.9243250000000001,0.25*
n,388,0.9041250000000001,0.1847721316126567*
n,389,0.426,0.07750000000000001*
n,390,0.426,-0.02249999999999998*
n,391,0.3627230149562203,0.0864640727923639*
n,392,0.276,0.030000000000000006*
n,393,0.826,0.19624999999999998*
n,394,0.49424775840597757,0.14875*
n,395,0.48634999999999995,0.22*
n,396,0.426,-0.15375*
n,397,0.02398051087952004,0.15691358959553037*
n,398,0.0272747990859455,0.12921034665250883*
n,399,1.508125,0.25*
n,400,1.48225,0.22*
n,401,1.4393749999999998,0.25*
n,402,1.4822500000000003,-0.10499999999999995*
n,403,1.445625,-0.25*
n,404,1.48225,-0.18*
n,405,1.602,-0.18*
n,406,1.654,-0.215*
n,407,1.351875,-0.25*
n,408,1.3885,-0.18*
n,409,0.48468749999999994,-0.25*
n,410,0.501,-0.215*
n,411,1.1853750000000003,0.1825*
n,412,1.164375,0.25*
n,413,1.4659924961204318,0.05641389487775384*
n,414,1.3918012708264889,0.0032531770662218838*
n,415,1.326,0.07*
n,416,1.373799937646714,0.11754071302816879*
n,417,1.602,0.22*
n,418,1.576875,0.25*
n,419,1.68,-0.029999999999999992*
n,420,1.6280000000000001,-0.08204000000000003*
n,421,1.576,-0.029999999999999992*
n,422,1.68,-0.13*
n,423,1.68,0.195*
n,424,1.645625,0.25*
n,425,0.9978750000000001,-0.14940938319587949*
n,426,0.501625,0.25*
n,427,0.5720749999999999,0.25*
n,428,0.7853229166666665,0.1202972039473684*
n,429,0.826,0.0775*
n,430,0.776,0.030000000000000006*
n,431,0.7010000000000001,-0.18*
n,432,0.6759999999999999,-0.215*
n,433,0.651,-0.18*
n,434,0.43781249999999994,-0.25*
n,435,0.601,-0.215*
n,436,0.6010000000000001,-0.18*
n,437,1.2372499999999995,0.12911458333333312*
n,438,0.826,-0.1275*
n,439,0.8009999999999999,-0.18*
n,440,1.076,0.07*
n,441,1.0234483347886538,0.017389540140502324*
n,442,0.9622984249711153,0.07384567439635796*
n,443,1.29475,-0.18*
n,444,1.23225,-0.18*
n,445,1.076,-0.13*
n,446,0.9197500000000001,-0.18*
n,447,0.9822500000000001,0.22*
n,448,0.17367570882893354,0.14161298168841335*
n,449,0.1269720907079646,0.10497288128160549*
n,450,0.1511432029242481,0.15786072407985655*
n,451,0.155,0.0*
n,452,0.21187499999999998,0.001391666666666615*
n,453,0.20069021739130433,-0.203125*
n,454,0.39093749999999994,-0.25*
n,455,0.2504627839411881,0.14813629666001304*
n,456,0.21195387804881913,0.1183274008972659*
n,457,0.18,-0.09375*
n,458,0.18,-0.15625*
n,459,0.3162765388589878,0.11566189783685753*
n,460,0.2838246286962479,0.10976846374763612*
n,461,0.279637863490078,0.15980379843301593*
n,462,0.24214644241283043,0.07659229827387525*
n,463,0.20952500000000002,0.051000000000000004*
n,464,0.18362500000000004,0.04968232142857143*
n,465,0.2034375,-0.25*
n,466,0.9516295855295178,-0.10317854641303548*
n,467,0.8866794112389123,-0.1290712155625811*
n,468,0.39028571428571424,-0.12021683673469373*
n,469,0.7129749999999999,0.25*
n,470,0.6759999999999999,0.22*
n,471,0.642525,0.25*
n,472,1.3706249999999998,0.25*
n,473,1.326,0.16999999999999998*
n,474,0.35100000000000003,0.0014615895948073188*
n,475,0.29028571428571426,-0.04875*
n,476,0.33314285714285713,-0.10125*
n,477,0.3498873257110955,-0.15319511312213785*
n,478,0.30299198348595235,-0.15751602386353086*
n,479,0.7384999999999999,0.18335296052631578*
n,480,0.626,0.1725*
n,481,1.404125,0.1754687500000001*
n,482,1.576,0.195*
n,483,1.23225,0.22*
n,484,1.301875,0.25*
n,485,0.098875,0.06165204971788541*
n,486,0.5635000000000001,-0.11803571428571454*
n,487,1.539375,-0.25*
n,488,1.54475,-0.18*
n,489,0.8128124999999999,-0.25*
n,490,0.7659374999999999,-0.25*
n,491,0.8009999999999999,-0.215*
n,492,0.0,0.05375*
n,493,0.501,-0.18*
n,494,0.3392595906529743,-0.05336001334615891*
n,495,1.0940625,-0.25*
n,496,0.8756847790078699,0.03501635219222079*
n,497,0.9406601124655762,-0.04251570066496347*
n,498,0.8772307461171005,-0.05595503468165502*
n,499,1.641,0.19379717455621273*
n,500,1.529125,0.17647635378332777*
n,501,1.154125,-0.13546874999999997*
n,502,1.16975,-0.215*
n,503,1.68,0.095*
n,504,1.68,0.045000000000000005*
n,505,1.6510830573697095,-0.0019663796644976083*
n,506,1.6049169426302903,-0.001966379664498157*
n,507,0.751,-0.18*
n,508,0.26879448345199397,-0.1263037918524255*
n,509,0.9065624999999999,-0.25*
n,510,1.2159924961204311,-0.016413894877753566*
n,511,1.1237999376467138,-0.077540713028169*
n,512,1.076,-0.029999999999999992*
n,513,1.0081269531250001,0.19310786732456137*
n,514,1.0016217447916667,0.1574828673245614*
n,515,1.1742425373134326,0.10286147388059713*
n,516,1.1552050424159015,0.02714253191079161*
n,517,1.1100208333333335,0.11116458333333319*
n,518,1.076,0.145*
n,519,1.1119928843896714,0.18227007225645536*
n,520,1.0537018229166666,0.18250000000000008*
n,521,1.0478717447916663,0.0965524622599284*
n,522,1.0042251993815106,0.10164455922444668*
n,523,0.9266343962192117,0.12745012524861618*
n,524,0.7634999999999998,0.19596356180720084*
n,525,0.042374999999999996,0.052313001656295995*
n,526,0.8488113409085595,0.16450491191145206*
n,527,0.8029288326205574,0.16062500000000002*
n,528,1.6459975961538462,0.11585500000000044*
n,529,1.601174258783705,0.15749999999999978*
n,530,1.5978310817154862,0.1325*
n,531,1.5379952799296337,0.13249999999999945*
n,532,1.576,0.095*
n,533,1.6055568637841364,0.052243620335502845*
n,534,1.654,0.15749999999999997*
n,535,1.2635,-0.215*
n,536,0.46016194306930686,0.18437499999999998*
n,537,0.39212251958224537,0.18437499999999998*
n,538,0.426,0.14875*
n,539,0.35711579994240605,0.15968884745257356*
n,540,0.7009999999999998,0.09887818455081684*
n,541,0.6260000000000001,0.003750000000000024*
n,542,0.626,0.07750000000000001*
n,543,0.7675951856814701,-0.048750000000000016*
n,544,0.6781071968170831,-0.1012500000000001*
n,545,0.6603392677276392,-0.04874999999999998*
n,546,0.7010000000000001,-0.005448437499999993*
n,547,0.5916607322723612,-0.048750000000000036*
n,548,0.501,-0.019694469246031757*
n,549,0.551,-0.0054484374999999525*
n,550,0.9431611243852325,0.18163018270780767*
n,551,0.879065462542689,0.1865697260820411*
n,552,0.45099999999999996,0.030000000000000027*
n,553,0.401,0.030000000000000023*
n,554,0.3986890178060109,-0.04874999999999995*
n,555,0.3970910848779459,0.10124999999999999*
n,556,0.351,0.030000000000000016*
n,557,0.3657071451767213,0.12026061841189628*
n,558,0.33352565133659245,0.06527944349009987*
n,559,0.30100000000000005,0.03000000000000001*
n,560,0.2739649234693878,0.0035409725114535807*
n,561,0.251,0.030000000000000002*
n,562,0.5262499999999998,0.17998102830145837*
n,563,0.5510000000000003,0.1003047554776687*
n,564,0.4725212644030556,0.10124999999999991*
n,565,0.4647812499999999,-0.140625*
n,566,0.4010000000000001,-0.155213192419825*
n,567,0.0,0.14875*
n,568,0.0,0.10125*
n,569,1.466625,0.17558958707118585*
n,570,1.5255312500000002,-0.13097656249999998*
n,571,1.48725,-0.05890624999999996*
n,572,1.4690625,-0.25*
n,573,1.3885,-0.215*
n,574,1.41975,-0.215*
n,575,1.4666249999999998,-0.1424999999999999*
n,576,1.6150000000000002,-0.14147999999999994*
n,577,1.576,-0.155*
n,578,1.154125,0.19148437499999993*
n,579,1.4633064953633896,0.10635593268228719*
n,580,1.48725,0.008218276172352854*
n,581,1.4382996735564988,0.016710979577705287*
n,582,1.3642506350336283,0.03264769655667761*
n,583,1.2997500000000002,0.09500000000000001*
n,584,1.2997500000000002,0.04500000000000007*
n,585,1.4047014011150238,0.09705198628838999*
n,586,1.3526731770833336,0.0909820268180261*
n,587,1.6540000000000001,-0.05500000000000005*
n,588,1.6010592461538462,-0.10500000000000012*
n,589,1.6029807692307696,-0.056019999999999924*
n,590,1.54975,-0.004999999999999994*
n,591,1.54975,-0.05500000000000016*
n,592,1.654940753846154,-0.105*
n,593,1.68,-0.155*
n,594,1.029125,-0.15273334300288055*
n,595,0.9666250000000001,-0.15273334300288066*
n,596,0.7481362246075711,0.11127524671052627*
n,597,0.826,0.10125*
n,598,0.8639656581832869,0.0776889483450034*
n,599,0.8009999999999999,0.030000000000000002*
n,600,0.751,0.03000000000000001*
n,601,0.701,-0.215*
n,602,0.651,-0.215*
n,603,0.6635,-0.1418452380952382*
n,604,0.6260000000000001,-0.15375*
n,605,1.23725,0.08844275422173259*
n,606,1.206904615857586,0.15152411839267224*
n,607,0.826,-0.15375*
n,608,1.0493268229166666,0.04500000000000009*
n,609,0.9906462296361117,0.043205291257921656*
n,610,0.9296628750474333,0.03516744659257152*
n,611,1.326,-0.07999999999999999*
n,612,1.247875,-0.10257401315789483*
n,613,1.0433464479032892,-0.105*
n,614,1.076,-0.155*
n,615,0.9353750000000001,-0.1598668932662764*
n,616,0.9666250000000001,0.2020141173245614*
n,617,0.10481118768419702,0.12099912027384523*
n,618,0.2318669725521973,-0.03082470170666113*
n,619,0.23288858039117144,0.1310612025934292*
n,620,0.176575,0.093*
n,621,0.18583259567971927,0.11849245536050995*
n,622,0.22088333653139777,-0.0781250000000001*
n,623,0.2086840590919467,-0.109375*
n,624,0.20489997252585543,-0.16444505321307998*
n,625,0.2599476251929556,0.0969968134451353*
n,626,0.21616794467150402,0.08958729212086956*
n,627,0.23407322120641522,0.05329614913693763*
n,628,0.9819423084465233,-0.08162673907000205*
n,629,0.9594573129209696,-0.1256478515157358*
n,630,0.929527393545812,-0.11198968126778225*
n,631,0.9041250000000001,-0.15394450843652827*
n,632,0.8728750000000001,-0.15506162519893416*
n,633,0.857039758023105,-0.10125000000000006*
n,634,0.426,-0.10124999999999999*
n,635,0.367844235095186,-0.10137831025267253*
n,636,0.701,0.22*
n,637,0.651,0.22*
n,638,1.326,0.195*
n,639,1.3512494731046691,0.145*
n,640,1.2837244565483172,0.1449999999999999*
n,641,0.3245348354380392,0.003497138153882409*
n,642,0.2663975684804506,-0.04637917150283921*
n,643,0.29539349489795924,-0.022709027488546522*
n,644,0.287826139909022,-0.07262917150283917*
n,645,0.3006631079914828,-0.10589272525476615*
n,646,0.626,0.19624999999999998*
n,647,0.6838145762439964,0.16170834079579358*
n,648,1.3905213247773032,0.14568867755344017*
n,649,1.3728749999999998,0.18951069078947366*
n,650,1.216625,0.19148437499999982*
n,651,1.2331249999999998,0.25*
n,652,0.11554358091886183,0.08161315885517581*
n,653,0.5980084183673471,-0.10124999999999999*
n,654,0.5635000000000001,-0.1502786640592838*
n,655,1.5628125,-0.25*
n,656,0.3151614410751634,-0.04692476155562176*
n,657,0.3501275922173645,-0.027019523179695425*
n,658,0.34418533395848344,-0.07832477462392355*
n,659,0.8617421336223704,-0.00315743106821251*
n,660,0.9452797108825102,-0.07300356376418936*
n,661,0.9107828015956684,-0.05790717840925394*
n,662,0.826,-0.04875*
n,663,1.5538421339867345,0.18250000000000047*
n,664,1.4978749999999996,0.18982410846373604*
n,665,1.122875,-0.14951069078947374*
n,666,1.185375,-0.14951069078947365*
n,667,1.164375,-0.25*
n,668,1.6553423423076923,0.0825*
n,669,1.6551045154559159,0.03249999999999964*
n,670,1.68,-0.004999999999999994*
n,671,1.6540000000000001,-0.027888385053257272*
n,672,1.601880988740684,0.024053620335501544*
n,673,1.6020000000000003,-0.027888385053258198*
n,674,1.576,-0.004999999999999994*
n,675,0.7635000000000001,-0.11803571428571445*
n,676,0.2698310169902867,-0.09798083504928132*
n,677,1.23725,0.031781723827647136*
n,678,1.1757844517285332,-0.04307320294357823*
n,679,1.1405213247773038,-0.10568867755343987*
n,680,1.101249473104669,-0.10500000000000012*
n,681,1.0509011852090748,-0.004999999999999994*
n,682,1.1026731770833333,-0.004999999999999902*
n,683,1.1026731770833331,-0.050982026818026216*
n,684,1.0497310252340986,-0.05500000000000009*
n,685,0.9737481321077457,0.1574828673245614*
n,686,1.1656040811567165,0.06850323694029914*
n,687,1.1440477514769896,0.12023842817164161*
n,688,1.1144709055628,0.04647992297204236*
n,689,1.1048599794232212,0.08078911590804842*
n,690,1.0977708333333334,0.1574999999999999*
n,691,1.097404048083793,0.1325*
n,692,1.0542008602285087,0.13249999999999998*
n,693,1.076,0.095*
n,694,0.9925879505360244,0.07367926843030201*
n,695,0.9739356738166014,0.10181096519050234*
n,696,0.9025122337321312,0.10829628184220814*
n,697,0.9042110691818843,0.15172539405555457*
n,698,0.761744260565807,0.17202461364669408*
n,699,0.03154629072627729,0.08189134117482287*
n,700,0.8584933053128,0.138610660078536*
n,701,0.7816136776466617,0.14592355492894454*
n,702,1.5191408504058574,0.0782302129607827*
n,703,1.5508306428243028,0.1075*
n,704,1.6018878983158904,0.08635841450098398*
n,705,1.6320437416453382,0.05224362033550273*
n,706,1.576,0.045000000000000005*
n,707,1.29475,-0.215*
n,708,1.258125,-0.25*
n,709,1.23225,-0.215*
n,710,0.4036762111316977,0.16307481532561433*
n,711,0.44927275743719614,0.160625*
n,712,0.40506588317954056,0.13687500000000008*
